"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"Subgroup 10_uncultured Acidobacterium sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70448955889116e-06	0	0	0	0
"Subgroup 10_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0799817730254e-05	7.76359164711293e-05	0	0	0	0
"Succinivibrionaceae UCG-001_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84200755448861e-05	0	0	0	3.48677101642513e-05	0	0	0	0	0	0.000110714384566415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Sufflavibacter_Sufflavibacter maritimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104603130492754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfitobacter_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.12267673931814e-05	0	0	0	6.97354203285026e-05	0	0	0	0	0	0.000184523974277358	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Sulfobacillus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Sulfuricella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfuricurvum_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfuricurvum_uncultured Sulfurimonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00789079144638207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfurifustis_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327207285815564	0
"Sulfurifustis_uncultured proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfuritalea_(Sulfuritalea)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218931199775814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188747328392594	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfuritalea_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfuritalea_uncultured bacterium"	0	0	0	0	0	0.000810049473771611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925232001924482	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfuritalea_uncultured gamma proteobacterium"	0	0	0	0	0	0.000405024736885805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sulfurovum_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142828577141715	0	0	0	0	0	0	0	0	0	0	0
"Sulfurovum_uncultured Epsilonproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94089791177823e-05	0	0	0	0
"Sumerlaea_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139470840657005	0.0848260080486073	0.386100386100386	0	0	0	0	0	0	0.000330954870993791	0	0	0	0	0.000512785669691675	0	0	0.0031862354628007	0.000188767930593807	0	9.70448955889116e-06	0	0	0.103615640508262	0
"Sunxiuqinia_uncultured Sunxiuqinia sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71384166716187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SUP05 cluster_(SUP05 cluster)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437862399551629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"SUP05 cluster_Bathymodiolus sp. gill symbiont"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SUP05 cluster_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97354203285026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sutterella_uncultured bacterium"	0	0	0	0	0	0.000202512368442903	0.000278516620479327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sutterella_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0.000542682326790273	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sva0081 sediment group_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SWB02_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"symbiont LP2 of Lyrodus pedicellatus_(symbiont LP2 of Lyrodus pedicellatus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Synergistes_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0946894973565849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125845287062538	0	0	0	0	0	0
"Syntrophomonas_uncultured Syntrophomonas sp."	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syntrophorhabdus_(Syntrophorhabdus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000499800079968013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syntrophus_(Syntrophus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Syntrophus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tabrizicola_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071279901918855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tabrizicola_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121175833262053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tahibacter_(Tahibacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0.03346973148638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tannerella_(Tannerella)"	0	0	0.0117600018816003	0	0	0	0.189112785305463	0.0249407656815064	0	0.00106242828609069	0	0	0	0	0	0	0	0	0	0	0.0320732006289297	0	0	0	0.0276216553778162	0.0149727495957358	0	0	0.268782591901114	0	0	0	0.014076564035448	0	0	0	0	0	0	0	0	5.71384166716187e-05	0	0	0	0.372481419240831	0.278214535290007	0	0	0	0	0	0.00147425880036357	0	0	0	0	0.00350518742338752	0	0	0	0	0.0651750712052881
"Tannerella_Tannerella forsythia KS16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129030117472706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355598724111778	0	0	0	0	0.000121822563000538
"Tannerella_Tannerella sp. oral taxon HOT-286"	0	0	0	0	0	0	0.000835549861437981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000764235524287405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tannerella_uncultured bacterium"	0	0	0	0	0	0	0.000835549861437981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0.00360282461449777	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0329169626305851	0.00742487770789658	0	0	0	0	0	0.000320491043557297	0	0	0	0	2.5399908865127e-05	0	0	0	0	0.00578657174252558
"Tannerella_uncultured Tannerella sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Tanticharoenia_Tanticharoenia aidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116468669927789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tatumella_Tatumella punctata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529527793590066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tatumella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Tectona grandis_(Tectona grandis)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071279901918855	0	0	0	0	0	0	0	0	0	0	0	0.00470876300795781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142828577141715	0	0.0341627284632466	0	0	0	0	0	0	0	0	0
"Telluria_(Telluria)"	0	0	0	0	0	0	0	0	0	0	0	0.000108536465358055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Telmatospirillum_(Telmatospirillum)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330954870993791	0	0.157792705468644	0	0	0	0	0	0	0	0	0	0	0	0	0
"Telmatospirillum_mine drainage metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450836301338984	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tepidamorphus_uncultured Alphaproteobacteria bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Tepidimonas_(Tepidimonas)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175433632325062	0	0	0	0	0.00398930865281047	0	0	0	0	0	0	0	0	0	0	0	0.00197269786159552	0.772200772200772	0	0	0	0	0	0	0	0	0	0	0	0.000320491043557297	0	0	0	0	0	0	0	0	0	0
"Tepidiphilus_(Tepidiphilus)"	0	0	0	0	0	0	0	0	0	0	0	0	0.0777361505490116	0	0	0	0	0	0	0.000985190398991165	0.000368657478493444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000661394063600565	0	0	0	0	0	0	0	0	0	0	0	0	0.00496432306490687	0	0	0	0	0	0.489665774639868	0	0	0	0	0	0.00302782571835165	0	0	0.00420287842351858
"Tepidiphilus_Tepidiphilus succinatimandens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282957471492035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Termite Treponema cluster_groundwater metagenome"	0	0	0	0.0254582484725051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terribacillus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282645562464669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terriglobus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197269786159552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terrimonas_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terrisporobacter_Terrisporobacter sp. SN9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109176503469629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terrisporobacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71384166716187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tersicoccus_(Tersicoccus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386122748421723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tersicoccus_Tersicoccus phoenicis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872637411433095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tessaracoccus_(Tessaracoccus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16029885900728	0	0	0	0	0	0	0	0	0	0	0	0.000330954870993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283237458976252
"Tessaracoccus_actinobacterium SM36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164460460050727
"Tessaracoccus_metagenome"	0	0	0	0	0	0	0.000557033240958654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tessaracoccus_Tessaracoccus defluvii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261615738802846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tessaracoccus_Tessaracoccus flavus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Tessaracoccus_Tessaracoccus sp. ZS01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386122748421723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Tessaracoccus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Tetragenococcus_(Tetragenococcus)"	0	0	0	0	0	0	0	0	0	0.000303550938883054	0	0	0	0.000641990684715165	0	0	0.00051490654446218	0	0	0	0	0	0	0	0	0	0	0	0.00160947659821026	0	0	0	0	0	0	0	0.000142215345320191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251690574125076	0	0	0	0	0	0
"Tetragenococcus_Tetragenococcus halophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641990684715165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetragenococcus_Tetragenococcus muriaticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641990684715165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetragenococcus_Tetragenococcus osmophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetragenococcus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetragenococcus_uncultured compost bacterium"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0.00283198599454199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetrasphaera_(Tetrasphaera)"	0	0.133677514520144	0.0235200037632006	1.04378818737271	0	0.00121507421065742	0.0389923268671058	0.0249407656815064	0.00199892058288524	0	0	0.000253251752502127	0.364928040077304	0	0.0322906615406824	0.341945288753799	0.0051490654446218	0	0.305077980212699	0	0	0.000499800079968013	0	0	0.00152847104857481	0	0	0.00398930865281047	0	0.000199663766217689	0.522672693883317	0.0487012987012987	0.0220057678275674	0.0287777312683131	4.56133836965907e-05	0	0.00142215345320191	0	0	0.0710171230174386	0	0	0.0501085685652247	0	0.00228809728103924	0	0.00582343349638947	0.00264763896795033	0.00891102823560759	0.26599341779	0.0272943440567722	0	0	0.00569378807720777	0.00164071600846609	0	6.29226435312691e-05	5.0799817730254e-05	3.88179582355646e-05	0	0.0741106719367589	0.23995200959808	0.00822302300253635
"Tetrasphaera_metagenome"	0.00547945205479452	0	0.00705600112896018	0	0	0	0	0	0	0	0	0.000144715287144073	0.132799257187895	0	0	0.0949848024316109	0.00154471963338654	0	0	0	0	0.000499800079968013	0	0	0	0	0	0	0	0	0.00470876300795781	0	0.000178184354879089	0.0287777312683131	0	0	0	0	0	0	0	0	0	0	7.38095897109432e-05	0	0	0	0	0.00450836301338984	0	0.00142828577141715	0	0	0	0	0	0	0	0	0	0	0
"Tetrasphaera_Tetrasphaera australiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071279901918855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetrasphaera_Tetrasphaera veronensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82280023327484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tetrasphaera_uncultured bacterium"	0	0.00153652315540395	0	0	0	0	0	0	0	0	0	0	0.00215933751525032	0	0.00151956054309094	0	0	0.00661331922491899	0.00071279901918855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330954870993791	0.000264684006998245	0	0	0	0	0.273301827705973	0	0	0	0	0	0	0	0	0
"Thalassotalea_Thalassotalea coralli"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thalassotalea_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0.000545882517348146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thauera_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56133836965907e-05	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0.000125845287062538	0	0	0	0	0	0.000121822563000538
"Thermicanus_(Thermicanus)"	0	0	0	0	0.00997871208089409	0	0	0	0	0	0	0	0	0.00128398136943033	0.0011396704073182	0	0	0	0.00071279901918855	0	0	0	0.00848872414476104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330954870993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0708949119267056	0
