"B19"	"B20"	"B24"	"B25"	"B27"	"B28"	"X301_11"	"X301_12"	"X301_13"	"X301_15"	"X301_21"	"X301_22"	"X310_3"	"X301_5"	"X301_6"	"X301_8"	"X301_9"	"B32"	"B36"	"B37"	"B4"	"B5"	"B7"	"B9"	"X301_23"	"B26"	"B31"
"Rhizorhapis_Sphingomonas sp. YZ-8"	0.0047174261722804	0	0	0	0	0	0.00600799062753462	0.00171068838100452	0.00351338247384287	0	0	0	0	0.00560677797159232	0.00284705614394716	0.00187632046052409	0.00207542079156549	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Rhizorhapis_uncultured Alphaproteobacteria bacterium"	0	0.000298393449666993	0	0	0	0	0	0	0	0	0	0	0	0.000934462995265387	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhizorhapis_uncultured bacterium"	0	0.000298393449666993	0.0207288255047469	0	0	0	0.00150199765688366	0.00342137676200903	0.000351338247384287	0.0267558528428094	0	0	0	0.0074757039621231	0.000949018714649053	0.0020639525065765	0.00830168316626196	0	0	0	0	0	0	0	0.000133012448191651	0	0.00254515529689237
"Rhizorhapis_uncultured Sphingomonadaceae bacterium"	0	0	0	0	0	0	0.00150199765688366	0	0	0.00527009222661397	0	0	0.00404993570727065	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhizorhapis_uncultured Sphingomonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodanobacter_(Rhodanobacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0.000474509357324526	0.000281448069078614	0	0	0	0	0	0	0	0	4.43374827305505e-05	0.00186838184119689	0.000848385098964122
"Rhodanobacter_Rhodanobacter panaciterrae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodanobacter_Rhodanobacter sp. B05"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodanobacter_uncultured bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0.000702676494768574	0.00202695854869768	0	0	0.00506241963408831	0.00124595066035385	0.00142352807197358	0.00187632046052409	0	0	0	0	0	0	0.000981951727253088	0	8.86749654611009e-05	0.00851550954545504	0.000848385098964122
"Rhodanobacter_uncultured gamma proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodanobacter_uncultured prokaryote"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Rhodanobacter_uncultured soil bacterium"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000848385098964122
"Rhodobaca_Rhodobaca barguzinensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.00189803742929811	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rhodobacter sp. BACL10 MAG-120910-bin24_(Rhodobacter sp. BACL10 MAG-120910-bin24)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter veldkampii_(Rhodobacter veldkampii)"	0	0	0	0	0	0	0	0.00684275352401807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter_(Rhodobacter)"	0	0	0.0145101778533228	0	0	0	0.00150199765688366	0.00171068838100452	0.00245936773169001	0.00162156683895814	0	0.00726754749342287	0	0.00311487665088463	0.00189803742929811	0.000562896138157228	0.00415084158313098	0.000823180770497201	0	0	0	0	0	0	0.000620724758227707	0	0
"Rhodobacter_metagenome"	0	0	0.00414576510094938	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter_Rhodobacter capsulatus SB 1003"	0	0	0.00829153020189876	0	0	0	0	0.00171068838100452	0	0.000810783419479072	0	0	0	0.000311487665088462	0	0.000375264092104819	0.00622626237469647	0	0	0	0	0	0	0	0.000310362379113853	0	0
"Rhodobacter_Rhodobacter sp."	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0.000311487665088462	0.000474509357324526	9.38160230262047e-05	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodobacter_Rhodobacter sp. AK39"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter_Rhodobacter sp. CACIA14H1"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0.000314244054502489	4.43374827305505e-05	0	0
"Rhodobacter_Rhodobacter sp. LPB0142"	0	0	0	0	0	0	0	0	0	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter_Rhodobacter sp. SL24"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0.00283774196817675	0	0	0	0.00186892599053077	0.000474509357324526	0	0.00415084158313098	0.000823180770497201	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodobacter_Rhodobacter sp. YIM 71061"	0	0	0.00414576510094938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter_Rhodobacter sp. YIM 71281"	0.0047174261722804	0	0.00621864765142407	0	0	0	0.00600799062753462	0	0.00175669123692143	0.00364852538765582	0	0.0188956234828995	0	0.000622975330176925	0.00142352807197358	0	0.00207542079156549	0	0	0	0.107066381156317	0	0	0.000314244054502489	0.000221687413652752	0	0.00169677019792824
"Rhodobacter_Rhodobacter sphaeroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobacter_uncultured Alphaproteobacteria bacterium"	0	0	0.0103644127523734	0	0	0	0	0	0	0	0	0	0	0.000934462995265387	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodobacter_uncultured bacterium"	0.0047174261722804	0	0.0103644127523734	0	0.00248391663975757	0	0.0105139835981856	0	0.00210802948430572	0.00283774196817675	0	0	0	0.00280338898579616	0.00237254678662263	0.00121960829934066	0	0	0	0	0	0	0	0	0.000709399723688808	0	0
"Rhodobacter_uncultured Rhodobacter sp."	0	0	0	0	0	0	0	0.0239496373340632	0	0	0	0	0	0.000311487665088462	0	0.000187632046052409	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodobacter_uncultured sludge bacterium A15b"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodobaculum_uncultured bacterium"	0.0047174261722804	0	0.0124372953028481	0	0	0	0.00450599297065097	0.00855344190502258	0.00491873546338001	0.00932400932400932	0	0.00436052849605372	0.00101248392681766	0.00467231497632694	0.00142352807197358	0.00168868841447168	0.0124525247493929	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Rhodocista sp. SCSIO 13435_(Rhodocista sp. SCSIO 13435)"	0	0	0	0	0	0	0	0.00513206514301355	0	0	0	0	0	0	0	0.000562896138157228	0	0	0	0	0	0	0	0	0	0	0.00424192549482061
"Rhodococcus_(Rhodococcus)"	0.0047174261722804	0.00566947554367286	0.0207288255047469	0.000666139971995476	0.00248391663975757	0.0569962952408093	0.0675898945597645	0.0222389489530587	0.0288097362855115	0.0579710144927536	0	0.00145350949868457	0.00506241963408831	0.0439197607774732	0.0346391830846904	0.00872489014143704	0.0954693564120125	0	0.101902173913043	0	0	0.0203977562468129	0	0.00251395243601991	0.00261591148110248	3.5930420023017e-05	0
"Rhodococcus_bacterium FK4"	0	0.000298393449666993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Nocardia globerula"	0	0.000596786899333986	0.00829153020189876	0	0	0.0142490738102023	0.00450599297065097	0	0.00105401474215286	0.0101347927434884	0	0	0.00101248392681766	0.00373785198106155	0.00189803742929811	0.000562896138157228	0.00207542079156549	0	0.0339673913043478	0	0	0	0	0.000314244054502489	0	3.5930420023017e-05	0
"Rhodococcus_Nocardia sp. ID1734"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus agglutinans"	0	0	0	0.000133227994399095	0	0	0	0	0	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus cercidiphylli"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus coprophilus"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodococcus_Rhodococcus corynebacterioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodococcus_Rhodococcus erythropolis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0.000344714662438167	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus erythropolis CCM2595"	0	0.000596786899333986	0.0103644127523734	0	0	0.042747221430607	0.0285379554807895	0.00684275352401807	0.0144048681427558	0.0462146549103071	0	0	0.00404993570727065	0.0292798405183155	0.018031355578332	0.00515988126644126	0.0684888861216612	0	0.0339673913043478	0	0	0.0203977562468129	0	0.000942732163507466	0.00141879944737762	0	0.000848385098964122
"Rhodococcus_Rhodococcus fascians"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodococcus_Rhodococcus hoagii"	0	0	0.00621864765142407	0	0	0	0.00150199765688366	0.00342137676200903	0.00105401474215286	0.00243235025843721	0	0.00726754749342287	0.00202496785363532	0.00342636431597309	0.00189803742929811	0.000938160230262047	0.00622626237469647	0	0	0	0	0	0	0	0.000133012448191651	3.5930420023017e-05	0
"Rhodococcus_Rhodococcus humicola"	0	0	0	0.00026645598879819	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus jostii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus kyotonensis"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus opacus"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus percolatus"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus qingshengii JCM 15477"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus rhodochrous"	0	0	0	0	0	0	0.00600799062753462	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus ruber"	0	0	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0	0	0.000469080115131024	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodococcus_Rhodococcus soli"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0.00145350949868457	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp."	0	0	0	0	0	0	0.00450599297065097	0	0.00175669123692143	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodococcus_Rhodococcus sp. 7315"	0	0	0	0	0	0	0	0	0.00140535298953715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. AN-P1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodococcus_Rhodococcus sp. B1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Rhodococcus_Rhodococcus sp. B184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. B7740"	0	0	0	0.000133227994399095	0	0	0.00450599297065097	0.00342137676200903	0.00175669123692143	0.00121617512921861	0	0	0	0.000622975330176925	0.00142352807197358	0.000562896138157228	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. F"	0	0	0	0.000133227994399095	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. FXJ8.138"	0	0	0	0	0	0	0.00300399531376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. G1DM-56"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. HA01"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. IHBB 9289"	0	0	0	0	0	0	0	0.00342137676200903	0	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. Leaf233"	0.0047174261722804	0.00447590174500489	0.0165830604037975	0.000399683983197285	0	0	0.0240319625101385	0.0102641302860271	0.0108914856689129	0.011350967872707	0	0	0.00101248392681766	0.0193122352354847	0.0132862620050867	0.0019701364835503	0.0290558910819169	0	0.0339673913043478	0	0	0	0	0.000942732163507466	0.00128578699918596	0	0
"Rhodococcus_Rhodococcus sp. Leaf258"	0	0	0	0	0	0	0.00300399531376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. LKE-028"	0	0	0	0.000133227994399095	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. LS134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Rhodococcus_Rhodococcus sp. MN4-1"	0	0	0	0.000133227994399095	0	0.0284981476204047	0.00300399531376731	0	0.000702676494768574	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodococcus_Rhodococcus sp. P_wp0223"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. p52"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0.00189803742929811	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. Pa6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. PBTS 1"	0	0	0	0	0	0	0	0.00171068838100452	0	0.000405391709739536	0	0	0	0	0.000949018714649053	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. PJF2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_Rhodococcus sp. R-43119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Rhodococcus_Rhodococcus sp. SSP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0.000981951727253088	0	0	0	0
"Rhodococcus_Rhodococcus sp. VP22-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	3.5930420023017e-05	0
"Rhodococcus_Rhodococcus sp. ZS1-27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Rhodococcus_uncultured Nocardia sp."	0	0	0	0.00026645598879819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus_uncultured Rhodococcus sp."	0	0	0	0.000133227994399095	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodocytophaga_(Rhodocytophaga)"	0.0047174261722804	0	0.0124372953028481	0	0.00248391663975757	0	0	0	0.00175669123692143	0.00121617512921861	0	0	0	0.00591826563668079	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	0.00093108713734156	0	0
"Rhodocytophaga_Rhodocytophaga aerolata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186892599053077	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodocytophaga_uncultured bacterium"	0	0	0.0165830604037975	0	0	0	0.00300399531376731	0	0.00351338247384287	0.00202695854869768	0	0	0	0.00872165462247695	0.00142352807197358	0.000938160230262047	0	0	0	0	0	0	0	0	0.00133012448191651	0	0
"Rhodocytophaga_uncultured Bacteroidetes bacterium"	0.0047174261722804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodocytophaga_uncultured Rhodocytophaga sp."	0	0	0	0	0.00248391663975757	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Rhodoferax_(Rhodoferax)"	0.0424568355505236	0.000895180349000979	0.159611956386551	0.00026645598879819	0.00248391663975757	0.18523795953263	0.0615819039322299	0.152251265909402	0.0649975757660931	0.118374379243944	0	0.0145350949868457	0.0161997428290826	0.203089957637678	0.0820901188171431	0.0337737682894337	0.0892430940373161	0.0024695423114916	0	0.000344714662438167	0.107066381156317	0.0407955124936257	0.00294585518175926	0.0106842978530846	0.0116607579581348	0.000862330080552409	0.0135741615834259
"Rhodoferax_Albidiferax ferrireducens"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_Albidiferax sp. 7B-223"	0	0	0.00414576510094938	0	0	0	0	0.00684275352401807	0.00281070597907429	0.00729705077531164	0	0	0	0.00872165462247695	0.00189803742929811	0.00150105636841928	0.00415084158313098	0	0	0	0.107066381156317	0.0101988781234064	0	0.000628488109004978	0.000443374827305505	3.5930420023017e-05	0
"Rhodoferax_Albidiferax sp. A1-11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Rhodoferax_Albidiferax sp. MDB1-53-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_Albidiferax sp. THG-DN7.17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_bacterium BLH-8E5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_beta proteobacterium LH10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_beta proteobacterium LH90"	0	0	0.0186559429542722	0	0	0	0.00450599297065097	0.00171068838100452	0.00456739721599573	0.00445930880713489	0	0.00145350949868457	0.00101248392681766	0.00404933964615001	0.00142352807197358	0.00150105636841928	0.00830168316626196	0	0	0	0	0	0	0	0.00088674965461101	0	0
"Rhodoferax_metagenome"	0	0.000298393449666993	0.0165830604037975	0	0.00248391663975757	0.0284981476204047	0.00450599297065097	0.0171068838100452	0.00913479443199146	0.0316205533596838	0	0	0.00303745178045299	0.0320832295041116	0.0142352807197358	0.00515988126644126	0.00415084158313098	0.000823180770497201	0	0.000344714662438167	0	0	0.000981951727253088	0.00188546432701493	0.00190651175741367	0.000107791260069051	0.00339354039585649
"Rhodoferax_Polaromonas sp. C04"	0.0141522785168412	0.000298393449666993	0.0393847684590191	0.000133227994399095	0	0.0569962952408093	0.0345459461083241	0.0547420281921445	0.0186209271113672	0.0316205533596838	0	0.0058140379947383	0.00404993570727065	0.0467231497632694	0.0175568462210075	0.00872489014143704	0.0269804702903514	0.0024695423114916	0	0	0.107066381156317	0.0305966343702193	0	0.0028281964905224	0.00292627386021633	0.000143721680092068	0
"Rhodoferax_Pseudorhodoferax sp. Leaf267"	0.023587130861402	0.000298393449666993	0.0103644127523734	0	0	0	0.00150199765688366	0.0102641302860271	0.00597275020553287	0.0133779264214047	0	0	0.00202496785363532	0.0118365312733616	0.00664313100254337	0.00469080115131023	0.0145279455409584	0	0	0	0	0	0.000981951727253088	0	0.000665062240958257	3.5930420023017e-05	0.000848385098964122
"Rhodoferax_Rhodoferax antarcticus"	0.0188697046891216	0.00119357379866797	0.145101778533228	0.000399683983197285	0	0.24223425477344	0.0495659226771606	0.0872451074312303	0.042863266180883	0.0648626735583257	0	0.00436052849605372	0.0111373231949943	0.125841016695739	0.04507838894583	0.0224220295032629	0.0435838366228753	0.0024695423114916	0	0	0.107066381156317	0.0407955124936257	0.00196390345450618	0.00942732163507466	0.00771472199511578	0.000826399660529392	0.0101806211875695
"Rhodoferax_Rhodoferax fermentans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_Rhodoferax ferrireducens T118"	0	0	0.00621864765142407	0.000133227994399095	0	0	0.00450599297065097	0.0136855070480361	0.00245936773169001	0.00932400932400932	0	0	0.00202496785363532	0.0264764515325193	0.0071176403598679	0.00272066466775994	0.0103771039578274	0	0	0	0	0	0	0.000628488109004978	0.000842412171880459	3.5930420023017e-05	0
"Rhodoferax_Rhodoferax koreense"	0	0	0	0	0	0	0.00150199765688366	0.00171068838100452	0.00351338247384287	0.00202695854869768	0	0	0.00101248392681766	0.00124595066035385	0.00237254678662263	0.000375264092104819	0.00415084158313098	0	0	0	0	0	0	0.000942732163507466	0.000310362379113853	0	0
"Rhodoferax_Rhodoferax saidenbachensis"	0	0	0.0456034161104432	0.000133227994399095	0	0.042747221430607	0.043557932049626	0.0513206514301355	0.0189722653587515	0.0385122124252559	0	0.0116280759894766	0.0080998714145413	0.066035384998754	0.0298940895114452	0.0102259465098563	0.0311313118734823	0	0	0	0	0.0101988781234064	0.000981951727253088	0.00157122027251244	0.00385736099755789	0.000179652100115085	0.00424192549482061
"Rhodoferax_Rhodoferax sp."	0	0	0.00207288255047469	0	0	0	0	0.00171068838100452	0	0.00121617512921861	0	0	0	0.00342636431597309	0.00142352807197358	0.00121960829934066	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Rhodoferax_Rhodoferax sp. 01WB01.2-7"	0.0047174261722804	0	0	0	0	0	0	0.00513206514301355	0.00140535298953715	0.00932400932400932	0	0	0	0.00529529030650386	0.00427058421592074	0.00215776852960271	0	0	0.0339673913043478	0	0	0	0	0.000314244054502489	0.000133012448191651	0	0
"Rhodoferax_uncultured bacterium"	0.047174261722804	0.00119357379866797	0.159611956386551	0.000799367966394571	0.0124195831987878	0.356226845255058	0.0645858992459972	0.164226084576434	0.060078840302713	0.119995946082903	0	0.0290701899736915	0.0080998714145413	0.190630451034139	0.0835136468891167	0.0392150976249536	0.109997301952971	0	0	0.0010341439873145	0.214132762312634	0.0611932687404386	0.00392780690901235	0.0150837146161195	0.010951358234446	0.00114977344073654	0.0161193168803183
"Rhodoferax_uncultured beta proteobacterium"	0	0.000298393449666993	0.0310932382571204	0.000133227994399095	0	0.042747221430607	0.0210279671963712	0.0427672095251129	0.0207289565956729	0.0336475119083815	0	0.00290701899736915	0.00202496785363532	0.045788686768004	0.0237254678662263	0.0107888426480135	0.0124525247493929	0.0016463615409944	0	0	0	0	0	0.0028281964905224	0.00288193637748578	0.000287443360184136	0.00339354039585649
"Rhodoferax_uncultured Burkholderiales bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000810783419479072	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_uncultured Comamonadaceae bacterium"	0	0	0.0145101778533228	0	0	0	0.00450599297065097	0.00855344190502258	0.00316204422645858	0.00527009222661397	0	0	0	0.0130824819337154	0.00521960293056979	0.00290829671381235	0.00415084158313098	0.000823180770497201	0	0	0	0	0	0.000628488109004978	0.000221687413652752	0	0.000848385098964122
"Rhodoferax_uncultured prokaryote"	0.0047174261722804	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0.000311487665088462	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Rhodoferax_uncultured proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Rhodoferax_uncultured Rhodoferax sp."	0.0047174261722804	0	0.120227187927532	0.00053291197759638	0.00248391663975757	0.170988885722428	0.0796058758148337	0.100930614479266	0.0628895462817873	0.100131752305665	0	0.0058140379947383	0.0111373231949943	0.16415399950162	0.0873097217477129	0.0263623024703635	0.0850922524541851	0.00329272308198881	0.0339673913043478	0	0.107066381156317	0.0305966343702193	0.00490975863626544	0.0150837146161195	0.0095768962697989	0.000934190920598443	0.00848385098964122
"Rhodoferax_uncultured soil bacterium"	0.0047174261722804	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0.0101988781234064	0	0	0	0	0
"Rhodoglobus_Leifsonia rubra"	0.0047174261722804	0	0	0	0	0	0.00450599297065097	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	7.18608400460341e-05	0
"Rhodoglobus_Rhodoglobus aureus"	0	0	0	0	0	0	0.00300399531376731	0	0.00105401474215286	0.000405391709739536	0	0	0	0	0.00284705614394716	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodoluna_(Rhodoluna)"	0	0	0.00829153020189876	0	0	0.0284981476204047	0.00150199765688366	0.00513206514301355	0.00456739721599573	0.00121617512921861	0	0	0	0.0109020682780962	0.00664313100254337	0.00262684864473373	0.0103771039578274	0	0	0	0	0	0	0	0.00106409958553321	0	0
"Rhodoluna_Candidatus Rhodoluna planktonica"	0	0	0.00207288255047469	0	0	0	0.00150199765688366	0.00171068838100452	0.00597275020553287	0.00202695854869768	0	0	0	0.0074757039621231	0.00521960293056979	0.00178250443749789	0.00622626237469647	0	0	0	0	0	0	0	0.000798074689149909	3.5930420023017e-05	0.00169677019792824
